auxiliary_index,side,direction,medium,m,n,order_m,order_n,polarization,alpha,gamma,beta,kz,vertical_sign,propagating,power_carrying,rayleigh_warning,refractive_index,auxiliary_amplitude_total_projection,incident_projection,outgoing_amplitude,boundary_phase,outgoing_amplitude_at_boundary,modal_power_code_units,power_ratio,power_source,R,T
550,bottom,outgoing_down,substrate,-4,-3,-4,-3,s,7.5379084495043536e-01+0.0000000000000000e+00j,-7.5398223686155030e-01+0.0000000000000000e+00j,6.5079616178936894e-01+1.0500660949444910e-02j,-6.5079616178936894e-01-1.0500660949444910e-02j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-1.7146219179591507e-15-3.5764292073531756e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.7146219179591507e-15-3.5764292073531756e-16j,8.7767014818259592e-01+2.0067048095322781e-01j,-1.4331040958988613e-15-6.5796652016803127e-16j,8.048960646457305e-28,7.379118221095197e-29,dtn_port_modal_amplitudes,0.0,7.379118221095197e-29
551,bottom,outgoing_down,substrate,-4,-3,-4,-3,p,7.5379084495043536e-01+0.0000000000000000e+00j,-7.5398223686155030e-01+0.0000000000000000e+00j,6.5079616178936894e-01+1.0500660949444910e-02j,-6.5079616178936894e-01-1.0500660949444910e-02j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,4.2628732068018546e-16+1.7777547117067433e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,4.2628732068018546e-16+1.7777547117067433e-15j,8.7767014818259592e-01+2.0067048095322781e-01j,1.7396762894681101e-17+1.6458255229211211e-15j,8.768619865367999e-28,8.038886691646782e-29,dtn_port_modal_amplitudes,0.0,8.038886691646782e-29
552,bottom,outgoing_down,substrate,-4,-2,-4,-2,s,7.5379084495043536e-01+0.0000000000000000e+00j,-5.0265482457436694e-01+0.0000000000000000e+00j,8.5983480307723137e-01+7.9477939456428816e-03j,-8.5983480307723137e-01-7.9477939456428816e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-8.1898786654016928e-16+1.2745418549489580e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-8.1898786654016928e-16+1.2745418549489580e-15j,-6.2574338052176437e-01+6.7932261603694299e-01j,-3.5334887093735097e-16-1.3538931089328237e-15j,8.372818583087228e-28,7.676024381555058e-29,dtn_port_modal_amplitudes,0.0,7.676024381555058e-29
553,bottom,outgoing_down,substrate,-4,-2,-4,-2,p,7.5379084495043536e-01+0.0000000000000000e+00j,-5.0265482457436694e-01+0.0000000000000000e+00j,8.5983480307723137e-01+7.9477939456428816e-03j,-8.5983480307723137e-01-7.9477939456428816e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-5.2110769534346858e-16-8.7391070556378475e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-5.2110769534346858e-16-8.7391070556378475e-15j,-6.2574338052176437e-01+6.7932261603694299e-01j,6.2627527577629362e-15+5.1144381488987217e-15j,2.795935176551368e-26,2.563254699893712e-27,dtn_port_modal_amplitudes,0.0,2.563254699893712e-27
554,bottom,outgoing_down,substrate,-4,-1,-4,-1,s,7.5379084495043536e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,9.6374239626282709e-01+7.0908884663060737e-03j,-9.6374239626282709e-01-7.0908884663060737e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-2.6295018783724773e-16-2.3773640842998951e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.6295018783724773e-16-2.3773640842998951e-15j,-9.1056451983334386e-01-1.9660018646912106e-01j,-2.2795711075023959e-16+2.2164394418504644e-15j,2.3796473552581706e-27,2.1816107607254043e-28,dtn_port_modal_amplitudes,0.0,2.1816107607254043e-28
555,bottom,outgoing_down,substrate,-4,-1,-4,-1,p,7.5379084495043536e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,9.6374239626282709e-01+7.0908884663060737e-03j,-9.6374239626282709e-01-7.0908884663060737e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,1.9469198121010818e-14+8.4227192911165003e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,1.9469198121010818e-14+8.4227192911165003e-14j,-9.1056451983334386e-01-1.9660018646912106e-01j,-1.1688792064927855e-15-8.0521941451060371e-14j,3.108501626451069e-24,2.8498090622601247e-25,dtn_port_modal_amplitudes,0.0,2.8498090622601247e-25
556,bottom,outgoing_down,substrate,-4,0,-4,0,s,7.5379084495043536e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,9.9597272700768513e-01+6.8614226643351926e-03j,-9.9597272700768513e-01-6.8614226643351926e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-2.9872640670939741e-04+6.0718298287228004e-05j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.9872640670939741e-04+6.0718298287228004e-05j,-8.0324559476897839e-01-4.7599113322098380e-01j,2.6885204183947701e-04+9.3419415231553861e-05j,4.012811566788202e-05,3.6788614395004487e-06,dtn_port_modal_amplitudes,0.0,3.6788614395004487e-06
557,bottom,outgoing_down,substrate,-4,0,-4,0,p,7.5379084495043536e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,9.9597272700768513e-01+6.8614226643351926e-03j,-9.9597272700768513e-01-6.8614226643351926e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-1.3293044149153586e-13+1.3292240054528116e-13j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.3293044149153586e-13+1.3292240054528116e-13j,-8.0324559476897839e-01-4.7599113322098380e-01j,1.7004567560477351e-13-4.3495621198992906e-14j,1.5260636893281398e-23,1.3990631674201923e-24,dtn_port_modal_amplitudes,0.0,1.3990631674201923e-24
558,bottom,outgoing_down,substrate,-4,1,-4,1,s,7.5379084495043536e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,9.6374239626282709e-01+7.0908884663060737e-03j,-9.6374239626282709e-01-7.0908884663060737e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,8.8106376227884716e-16+6.2155351808718375e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,8.8106376227884716e-16+6.2155351808718375e-16j,-9.1056451983334386e-01-1.9660018646912106e-01j,-6.8006786408551932e-16-7.3918188070298873e-16j,4.835835923991856e-28,4.433392899822562e-29,dtn_port_modal_amplitudes,0.0,4.433392899822562e-29
559,bottom,outgoing_down,substrate,-4,1,-4,1,p,7.5379084495043536e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,9.6374239626282709e-01+7.0908884663060737e-03j,-9.6374239626282709e-01-7.0908884663060737e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,1.0900084875532329e-13+5.0673528960119505e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,1.0900084875532329e-13+5.0673528960119505e-14j,-9.1056451983334386e-01-1.9660018646912106e-01j,-8.9289880265709987e-14-6.7571104756421278e-14j,6.010048557258415e-24,5.509886402296216e-25,dtn_port_modal_amplitudes,0.0,5.509886402296216e-25
560,bottom,outgoing_down,substrate,-4,2,-4,2,s,7.5379084495043536e-01+0.0000000000000000e+00j,5.0265482457436694e-01+0.0000000000000000e+00j,8.5983480307723137e-01+7.9477939456428816e-03j,-8.5983480307723137e-01-7.9477939456428816e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-1.7245839944311455e-16+3.1410380636266829e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.7245839944311455e-16+3.1410380636266829e-16j,-6.2574338052176437e-01+6.7932261603694299e-01j,-1.0546311757854194e-16-3.1370326869537035e-16j,4.6841093319321016e-29,4.294293144056505e-30,dtn_port_modal_amplitudes,0.0,4.294293144056505e-30
561,bottom,outgoing_down,substrate,-4,2,-4,2,p,7.5379084495043536e-01+0.0000000000000000e+00j,5.0265482457436694e-01+0.0000000000000000e+00j,8.5983480307723137e-01+7.9477939456428816e-03j,-8.5983480307723137e-01-7.9477939456428816e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-2.8147443758855177e-15-1.1432565634058484e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.8147443758855177e-15-1.1432565634058484e-15j,-6.2574338052176437e-01+6.7932261603694299e-01j,2.5379477005254939e-15-1.1967342861125519e-15j,3.367013152093629e-27,3.0868070043573747e-28,dtn_port_modal_amplitudes,0.0,3.0868070043573747e-28
562,bottom,outgoing_down,substrate,-4,3,-4,3,s,7.5379084495043536e-01+0.0000000000000000e+00j,7.5398223686155030e-01+0.0000000000000000e+00j,6.5079616178936894e-01+1.0500660949444910e-02j,-6.5079616178936894e-01-1.0500660949444910e-02j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-1.3311537582660390e-15-1.2053353307580587e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.3311537582660390e-15-1.2053353307580587e-15j,8.7767014818259592e-01+2.0067048095322781e-01j,-9.2643869573803633e-16-1.3250101032500864e-15j,8.460788180389027e-28,7.756673062405277e-29,dtn_port_modal_amplitudes,0.0,7.756673062405277e-29
563,bottom,outgoing_down,substrate,-4,3,-4,3,p,7.5379084495043536e-01+0.0000000000000000e+00j,7.5398223686155030e-01+0.0000000000000000e+00j,6.5079616178936894e-01+1.0500660949444910e-02j,-6.5079616178936894e-01-1.0500660949444910e-02j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,5.7851027149849962e-16-9.4571188177406199e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,5.7851027149849962e-16-9.4571188177406199e-16j,8.7767014818259592e-01+2.0067048095322781e-01j,6.9751765387002506e-16-7.1393315299669628e-16j,3.224596460442695e-28,2.9562423699269586e-29,dtn_port_modal_amplitudes,0.0,2.9562423699269586e-29
564,bottom,outgoing_down,substrate,-3,-3,-3,-3,s,8.7945455109402715e-01+0.0000000000000000e+00j,-7.5398223686155030e-01+0.0000000000000000e+00j,4.6733236805039030e-01+1.4622975657901363e-02j,-4.6733236805039030e-01-1.4622975657901363e-02j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-6.6618173999785709e-15-6.1445788075100270e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,-6.6618173999785709e-15-6.1445788075100270e-16j,-3.3742240600354100e-02-8.6330002086947299e-01j,-3.0567685573005043e-16+5.7718802860812027e-15j,7.765099357455838e-27,7.118880147890523e-28,dtn_port_modal_amplitudes,0.0,7.118880147890523e-28
565,bottom,outgoing_down,substrate,-3,-3,-3,-3,p,8.7945455109402715e-01+0.0000000000000000e+00j,-7.5398223686155030e-01+0.0000000000000000e+00j,4.6733236805039030e-01+1.4622975657901363e-02j,-4.6733236805039030e-01-1.4622975657901363e-02j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-1.1847152780771807e-16-8.7581203383535717e-17j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.1847152780771807e-16-8.7581203383535717e-17j,-3.3742240600354100e-02-8.6330002086947299e-01j,-7.1611359913200385e-17+1.0523165846547717e-16j,3.765838252830114e-30,3.452441487757421e-31,dtn_port_modal_amplitudes,0.0,3.452441487757421e-31
566,bottom,outgoing_down,substrate,-3,-2,-3,-2,s,8.7945455109402715e-01+0.0000000000000000e+00j,-5.0265482457436694e-01+0.0000000000000000e+00j,7.3082179062662067e-01+9.3508293400650176e-03j,-7.3082179062662067e-01-9.3508293400650176e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,1.2862674884383340e-15+1.7490517265551030e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,1.2862674884383340e-15+1.7490517265551030e-15j,4.7273379440052182e-01+7.7842966176318229e-01j,-7.5345163348511574e-16+1.8281046252592081e-15j,1.4210853924224628e-27,1.3028212676840844e-28,dtn_port_modal_amplitudes,0.0,1.3028212676840844e-28
567,bottom,outgoing_down,substrate,-3,-2,-3,-2,p,8.7945455109402715e-01+0.0000000000000000e+00j,-5.0265482457436694e-01+0.0000000000000000e+00j,7.3082179062662067e-01+9.3508293400650176e-03j,-7.3082179062662067e-01-9.3508293400650176e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,1.4100597247487183e-15+1.3195456258286157e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,1.4100597247487183e-15+1.3195456258286157e-15j,4.7273379440052182e-01+7.7842966176318229e-01j,-3.6059057118303902e-16+1.7214261251846035e-15j,1.124367752483607e-27,1.0307967617179788e-28,dtn_port_modal_amplitudes,0.0,1.0307967617179788e-28
568,bottom,outgoing_down,substrate,-3,-1,-3,-1,s,8.7945455109402715e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,8.5063152882389992e-01+8.0337838542133416e-03j,-8.5063152882389992e-01-8.0337838542133416e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,4.7077377789220997e-16-9.7086865484365880e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,4.7077377789220997e-16-9.7086865484365880e-16j,-5.6018160917481141e-01+7.3332446717171607e-01j,4.4824292654998332e-16+8.8909269519892599e-16j,4.194342080236035e-28,3.8452848049889185e-29,dtn_port_modal_amplitudes,0.0,3.8452848049889185e-29
569,bottom,outgoing_down,substrate,-3,-1,-3,-1,p,8.7945455109402715e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,8.5063152882389992e-01+8.0337838542133416e-03j,-8.5063152882389992e-01-8.0337838542133416e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-3.5532257095831576e-15+1.9967358951050310e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-3.5532257095831576e-15+1.9967358951050310e-15j,-5.6018160917481141e-01+7.3332446717171607e-01j,5.2619640939506794e-16-3.7242020770379556e-15j,5.984978448711634e-27,5.486902652852267e-28,dtn_port_modal_amplitudes,0.0,5.486902652852267e-28
570,bottom,outgoing_down,substrate,-3,0,-3,0,s,8.7945455109402715e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,8.8698043072365296e-01+7.7045553717288145e-03j,-8.8698043072365296e-01-7.7045553717288145e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,6.2009446114041797e-07-5.6733863499861567e-05j,0.0000000000000000e+00+0.0000000000000000e+00j,6.2009446114041797e-07-5.6733863499861567e-05j,-7.8689120152881142e-01+4.8784849868708741e-01j,2.7189583257537469e-05+4.4945890168689178e-05j,1.217306305043152e-06,1.1160008764798274e-07,dtn_port_modal_amplitudes,0.0,1.1160008764798274e-07
571,bottom,outgoing_down,substrate,-3,0,-3,0,p,8.7945455109402715e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,8.8698043072365296e-01+7.7045553717288145e-03j,-8.8698043072365296e-01-7.7045553717288145e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-2.2783612983669441e-14-1.9202001851073457e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.2783612983669441e-14-1.9202001851073457e-14j,-7.8689120152881142e-01+4.8784849868708741e-01j,2.7295892370719934e-14+3.9949349195988851e-15j,3.3572466973842134e-25,3.0778533236192947e-26,dtn_port_modal_amplitudes,0.0,3.0778533236192947e-26
572,bottom,outgoing_down,substrate,-3,1,-3,1,s,8.7945455109402715e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,8.5063152882389992e-01+8.0337838542133416e-03j,-8.5063152882389992e-01-8.0337838542133416e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-6.3406713748178973e-16+1.2413228742453383e-17j,0.0000000000000000e+00+0.0000000000000000e+00j,-6.3406713748178973e-16+1.2413228742453383e-17j,-5.6018160917481141e-01+7.3332446717171607e-01j,3.4608982504597511e-16-4.7193060819693124e-16j,1.4489986384980644e-28,1.328411545953993e-29,dtn_port_modal_amplitudes,0.0,1.328411545953993e-29
573,bottom,outgoing_down,substrate,-3,1,-3,1,p,8.7945455109402715e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,8.5063152882389992e-01+8.0337838542133416e-03j,-8.5063152882389992e-01-8.0337838542133416e-03j,-1,True,True,False,9.9396854453000005e-01+4.3538077699999999e-03j,-1.5519333500949662e-15-2.0918087161655915e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.5519333500949662e-15-2.0918087161655915e-15j,-5.6018160917481141e-01+7.3332446717171607e-01j,2.4033390335955380e-15+3.3722075663129991e-17j,2.4441463347147637e-27,2.240742071643128e-28,dtn_port_modal_amplitudes,0.0,2.240742071643128e-28
